,Index,District,Village,pH,EC,TDS,TH,Alkalinity,Calcium,Magnesium,Sodium,Potassium,Bicarbonate,Chloride,Sulphate,Fluoride,is_drinkable,WQI,WQC,Carbonate
823,823,21,866,1,1,1,0,157,1,1,1,1,1,1,1,0.26,1,27.527952785993232,1,1
824,824,21,989,1,1,1,0,185,1,1,1,1,1,1,1,0.26,1,29.95555889551504,1,1
825,825,21,336,1,1,1,1,67,1,1,1,0,1,1,1,0.13,0,23.947725869712716,0,1
826,826,21,800,1,1,1,1,128,1,1,1,1,1,1,1,0.24,1,26.14416027899417,1,1
827,827,21,1011,1,1,1,1,43,1,1,1,1,1,1,1,0.16,1,16.68437973131441,0,1
828,828,21,506,1,1,1,0,153,1,1,1,0,1,1,1,0.19,0,29.452327697010205,1,1
829,829,21,794,1,1,1,1,110,1,1,1,1,1,1,1,0.26,1,25.751172637127286,1,1
830,830,21,1183,1,1,1,1,104,1,1,1,1,1,1,1,0.16,1,17.397888777651257,0,1
831,831,21,1098,1,1,1,1,71,1,1,1,1,1,1,1,0.15,1,14.938273741946244,0,1
832,832,21,183,1,1,1,1,77,1,1,1,1,1,1,1,0.12,1,14.74641444028648,0,1
833,833,21,243,1,1,1,0,153,1,1,1,1,1,1,1,0.11,1,17.23750030073788,0,1
834,834,21,619,1,1,1,0,153,1,1,1,1,1,1,1,0.2,1,23.61560678147636,0,1
835,835,21,13,1,1,1,1,126,1,1,1,1,1,1,1,0.13,1,19.914818975611787,0,1
836,836,21,96,1,1,1,0,126,1,1,1,1,1,1,1,0.19,1,25.71294017764621,1,0
837,837,21,282,1,1,1,1,82,1,1,1,1,1,1,1,0.09,1,20.02531594459857,0,1
838,838,21,525,1,0,0,0,219,1,1,1,0,1,1,1,0.14,0,67.40625524876047,2,0
839,839,21,109,1,1,1,0,170,1,1,1,1,1,1,1,0.54,1,41.96271840999815,1,1
840,840,21,929,1,0,0,0,208,0,0,1,1,1,0,1,0.59,0,45.89019594523258,1,1
841,841,21,108,1,1,1,0,159,1,1,1,1,1,1,1,0.31,1,23.62255451988508,0,1
842,842,21,860,1,0,0,0,148,1,0,1,1,1,1,1,0.21,0,27.02930085590708,1,1
843,843,21,1182,1,1,1,0,170,1,1,1,1,1,1,1,0.91,1,58.12398406499675,2,1
844,844,21,415,1,0,0,0,137,1,1,1,1,1,1,1,0.16,1,21.06306144931032,0,1
845,845,21,329,1,1,1,1,137,1,1,1,1,1,1,1,0.67,1,43.08435472407548,1,1
846,846,21,946,1,1,1,1,82,1,1,1,1,1,1,1,0.12,1,23.760376702140995,0,1
847,847,21,275,1,1,1,0,126,1,1,1,1,1,1,1,0.09,1,16.327972740835843,0,1
848,848,21,505,1,1,1,0,120,1,1,1,1,1,1,1,0.11,1,19.144521022922024,0,1
849,849,21,666,0,1,1,0,93,1,1,1,1,1,1,1,0.17,0,23.380760644634822,0,0
850,850,21,1171,1,1,1,1,98,1,1,1,1,1,1,1,0.13,1,17.938718282060705,0,1
851,851,21,807,1,1,1,1,39,1,1,1,1,1,1,1,0.11,1,16.0531487609458,0,1
852,852,21,879,1,1,1,0,186,1,1,1,1,1,1,1,0.42,1,32.64053087523637,1,1
853,853,21,532,1,1,1,1,93,1,1,1,1,1,1,1,0.13,1,19.734713897090195,0,1
854,854,21,665,1,1,1,0,143,1,1,1,1,1,1,1,0.13,1,20.06012135091738,0,1
855,855,21,845,1,1,1,1,104,1,1,1,1,1,1,1,0.23,1,22.395441436499592,0,1
856,856,21,1157,1,1,1,1,33,1,1,1,1,1,1,1,0.11,1,14.16583701224209,0,1
857,857,21,641,1,1,1,0,82,1,1,1,1,1,1,1,0.15,1,14.298632852690522,0,1
858,858,21,35,1,1,1,1,110,1,1,1,1,1,1,1,0.13,1,14.614254480003693,0,1
859,859,21,640,1,1,1,1,88,1,1,1,1,1,1,1,0.21,1,20.040440342521343,0,1
860,860,21,1169,1,1,1,0,164,1,1,1,1,1,1,1,0.27,1,25.97715984281812,1,1
861,861,21,285,1,1,1,1,55,1,1,1,1,1,1,1,0.18,1,20.024733206584703,0,1
862,862,21,1153,1,1,1,0,202,1,1,1,0,1,1,1,0.36,0,42.046165401020176,1,1
863,863,21,1076,1,1,1,0,98,1,1,1,1,1,1,1,0.48,1,40.85902871714139,1,0
864,864,21,832,0,1,1,0,153,1,1,1,1,1,1,1,0.36,0,33.58311908059407,1,0
865,865,22,26,1,0,0,0,306,1,1,1,0,0,1,1,0.34,0,61.24577636650338,2,1
866,866,22,110,1,0,0,0,469,0,0,1,0,0,1,1,0.42,0,56.03614229585985,2,1
867,867,22,117,1,1,1,1,158,1,1,1,0,1,1,1,0.26,0,33.750711043406184,1,1
868,868,22,210,1,1,1,0,203,1,1,1,0,1,1,1,0.35,0,34.915391538071155,1,1
869,869,22,319,1,1,1,0,219,1,1,1,1,1,1,1,0.13,0,17.540211017507332,0,1
870,870,22,322,1,1,1,1,82,1,1,1,1,1,1,1,0.08,1,12.08920319888864,0,1
871,871,22,343,1,1,1,1,131,1,1,1,0,1,1,1,0.17,0,26.47023981475113,1,1
872,872,22,345,1,1,1,0,204,1,1,1,1,1,1,1,0.2,0,22.099779024884683,0,1
873,873,22,375,1,0,0,0,279,1,1,1,0,1,1,1,0.28,0,73.37964899007268,2,1
874,874,22,378,1,1,1,1,87,1,1,1,1,1,1,1,0.34,1,26.789273154056765,1,1
875,875,22,405,1,1,1,1,121,1,1,1,1,1,1,1,0.27,1,26.235846341484816,1,1
876,876,22,556,1,0,0,0,331,0,1,1,0,0,1,1,0.39,0,64.52824391440986,2,1
877,877,22,620,1,1,1,0,245,1,1,1,1,1,1,1,0.17,0,22.20846804267336,0,1
878,878,22,682,1,1,1,1,66,1,1,1,1,1,1,1,0.07,1,14.774423029077177,0,1
879,879,22,694,1,1,1,1,91,1,1,1,1,1,1,1,0.06,1,19.122407589972987,0,1
880,880,22,695,1,1,1,0,209,1,1,1,1,1,1,1,0.14,0,17.05877022409147,0,1
881,881,22,729,1,1,1,1,162,1,1,1,1,1,1,1,0.36,1,31.518636874794264,1,1
882,882,22,782,1,0,0,0,351,0,1,1,0,0,1,1,0.29,0,50.80109477078396,2,1
883,883,22,836,1,1,1,0,264,1,1,1,0,1,1,1,0.26,0,69.87448569577444,2,1
884,884,22,862,1,1,1,1,106,1,1,1,1,1,1,1,0.09,1,18.75343687490747,0,1
885,885,22,894,1,0,0,0,270,1,1,1,0,1,1,1,0.4,0,51.8441802338368,2,1
886,886,22,1006,1,0,1,0,179,0,1,1,1,1,1,1,0.14,0,20.4088086902349,0,1
887,887,22,1036,1,1,1,1,152,1,1,1,1,1,1,1,0.3,1,25.02368359601549,1,1
888,888,22,1110,1,1,1,0,199,1,1,1,1,1,1,1,0.14,1,18.649493698940013,0,1
889,889,22,1165,1,1,1,0,152,1,1,1,1,1,1,1,0.17,1,22.95449708560232,0,1
890,890,22,1192,1,1,1,0,250,1,1,1,0,1,1,1,0.33,0,71.78581737158211,2,1
891,891,22,1198,1,0,0,0,234,1,1,1,1,1,1,1,0.64,0,44.0640695651288,1,1
892,892,23,2,1,1,1,0,109,1,1,1,1,1,1,1,0.27,1,18.30822738161047,0,1
893,893,23,23,1,0,0,0,371,1,1,1,1,0,1,1,0.83,0,62.1896977959381,2,1
894,894,23,89,1,0,0,0,193,1,1,1,0,1,1,1,0.18,0,77.02293860107216,3,1
895,895,23,192,1,0,0,0,495,1,1,1,0,0,1,1,0.37,0,203.5143276760647,3,1
896,896,23,216,1,0,0,0,252,1,0,1,0,1,0,1,0.07,0,50.19260487685032,2,1
897,897,23,338,1,1,1,1,30,1,1,1,1,1,1,1,0.1,1,15.604442330080277,0,1
898,898,23,341,1,1,1,1,99,1,1,1,1,1,1,1,0.14,1,19.75240828060868,0,1
899,899,23,342,1,0,0,0,371,1,1,1,1,0,1,1,0.36,0,30.84511049746432,1,1
900,900,23,369,1,1,1,1,104,1,1,1,1,1,1,1,0.4,1,28.725010140173577,1,1
901,901,23,417,1,1,1,1,99,1,1,1,1,1,1,1,0.32,1,26.59577230477301,1,1
902,902,23,430,1,1,1,0,144,1,1,1,1,1,1,1,0.17,1,22.58689913633744,0,1
903,903,23,435,1,1,1,1,104,1,1,1,1,1,1,1,0.33,1,24.44948335355708,0,1
904,904,23,549,1,1,1,0,218,1,1,1,1,1,1,1,1.0,0,59.23762747394053,2,1
905,905,23,564,1,0,0,0,431,0,0,1,1,0,1,1,0.87,0,64.61019395257881,2,1
906,906,23,593,1,0,0,0,653,1,0,0,1,0,1,1,1.8,0,108.94162125878546,3,1
907,907,23,600,1,0,0,0,416,1,0,1,0,0,1,1,0.55,0,77.90952085167834,3,1
908,908,23,612,1,1,1,1,129,1,1,1,1,1,1,1,0.32,1,29.49074198614936,1,1
909,909,23,655,1,1,1,1,54,1,1,1,1,1,1,1,0.12,1,16.715709640906244,0,1
910,910,23,677,1,0,0,0,267,0,1,1,1,1,0,1,0.35,0,36.32869596943314,1,1
911,911,23,684,1,1,1,1,94,1,1,1,1,1,1,1,0.56,1,38.67261527601227,1,1
912,912,23,720,1,0,0,0,371,1,1,1,0,0,1,1,0.63,0,71.55899289749127,2,1
913,913,23,772,1,0,0,0,342,1,1,1,1,0,1,1,1.2,0,72.62609566945952,2,1
914,914,23,780,1,1,1,0,223,1,1,1,0,1,1,1,0.29,0,35.59316976872479,1,1
915,915,23,786,1,1,1,0,178,1,1,1,1,1,1,1,0.39,1,32.727726065015425,1,1
916,916,23,865,1,0,0,0,178,1,0,1,1,1,1,1,0.42,0,38.02815076350625,1,1
917,917,23,867,1,0,0,1,599,1,1,0,1,0,1,1,3.1,0,165.0293680230582,3,0
918,918,23,874,1,1,1,0,134,1,1,1,1,1,1,1,0.26,1,26.011351022098367,1,1
919,919,23,948,1,0,0,0,337,1,1,1,0,0,1,1,0.31,0,45.966145604684094,1,1
920,920,23,1009,1,1,1,0,208,1,1,1,1,1,1,1,0.5,0,37.7265104895956,1,1
921,921,23,1010,1,1,1,0,178,1,1,1,0,1,1,1,0.3,0,37.69036616994677,1,1
922,922,23,1209,1,1,1,1,89,1,1,1,1,1,1,1,0.23,1,23.420202296816544,0,1
923,923,23,1050,1,1,1,1,104,1,1,1,1,1,1,1,0.21,1,21.730522502693905,0,1
924,924,23,1065,1,0,0,0,366,1,0,1,1,0,1,1,0.37,0,40.66181895608152,1,1
925,925,23,1118,1,1,1,1,134,1,1,1,1,1,1,1,0.25,1,26.884233523173236,1,1
926,926,23,395,1,0,0,0,157,0,0,1,1,1,0,1,1.48,0,89.12769897737802,3,1
927,927,23,704,1,0,0,0,162,0,0,1,1,1,0,1,1.61,0,95.42759766055654,3,1
928,928,23,716,1,1,0,0,195,1,1,1,1,1,1,1,0.31,1,32.79300520495888,1,1
929,929,23,1005,1,0,0,0,162,0,0,1,1,1,0,1,1.28,0,79.35113112822418,3,1
930,930,23,1140,1,1,1,0,200,1,1,1,1,1,1,1,0.57,1,45.98823625231639,1,1
931,931,24,82,1,1,1,0,134,1,1,1,1,1,1,1,0.52,1,42.68913112086492,1,1
932,932,24,166,1,1,1,0,144,1,1,1,1,1,1,1,0.29,1,30.772091086355797,1,1
933,933,24,204,1,1,1,0,216,1,1,1,1,1,1,1,1.4,0,84.01233101715636,3,1
934,934,24,337,1,1,1,0,129,1,1,1,1,1,1,1,0.73,1,54.16616538969826,2,1
935,935,24,346,1,1,1,0,165,1,1,1,1,1,1,1,0.24,1,27.425375200574475,1,1
936,936,24,360,1,0,0,0,350,1,1,1,1,0,1,1,0.19,0,28.22469860403848,1,1
937,937,24,429,1,0,0,1,376,1,1,1,0,0,1,1,0.2,0,90.85088661771648,3,1
938,938,24,441,1,1,1,0,160,1,1,1,1,1,1,1,0.65,1,49.91023127238021,1,1
939,939,24,459,1,1,1,0,180,1,1,1,1,1,1,1,0.46,1,38.18883590241319,1,1
940,940,24,574,1,0,0,0,644,0,1,1,0,0,1,1,0.22,0,130.19058570152032,3,1
941,941,24,592,1,0,0,0,160,1,1,1,1,1,1,1,0.42,1,34.48444403968664,1,1
942,942,24,660,1,1,1,0,180,1,1,1,1,1,1,1,0.23,1,26.726193221750396,1,1
943,943,24,687,1,0,0,0,386,1,0,1,0,0,0,1,0.25,0,137.9658332194068,3,1
944,944,24,731,1,0,0,0,278,1,0,1,0,1,0,1,0.19,0,107.36254989772084,3,1
945,945,24,757,1,0,0,0,402,1,0,0,1,0,0,1,1.03,0,74.27829939170282,2,1
946,946,24,757,1,0,0,0,237,1,0,1,1,1,1,1,0.32,0,34.49962409888318,1,1
947,947,24,846,1,1,1,0,129,1,1,1,1,1,1,1,0.43,1,35.042076653768206,1,1
948,948,24,884,1,1,1,0,211,1,1,1,1,1,1,1,0.36,0,31.55288708361248,1,1
949,949,24,908,1,1,1,1,129,1,1,1,1,1,1,1,0.39,1,33.65724275872728,1,1
950,950,24,937,1,0,0,1,288,1,1,1,0,1,1,1,0.41,0,73.82099713640933,2,1
951,951,24,1008,1,0,0,0,469,1,0,1,1,0,1,1,0.52,0,42.81537858865202,1,1
952,952,24,1027,1,0,0,0,484,1,1,1,0,0,1,1,0.48,0,140.5370175492227,3,1
953,953,24,1040,1,0,0,0,515,1,1,1,1,0,1,1,0.08,0,24.813319404570148,0,1
954,954,24,1058,1,1,1,0,216,1,1,1,1,1,1,1,0.92,0,60.27326658226195,2,1
955,955,24,1104,1,0,0,0,149,1,1,1,1,1,1,1,0.21,0,27.572569889359603,1,1
956,956,24,1108,1,0,0,0,299,0,1,1,1,0,1,1,0.07,0,26.41173760825503,1,1
957,957,24,1156,1,1,1,0,113,1,1,1,0,1,1,1,0.54,0,62.6331974705751,2,1
958,958,25,702,1,0,0,0,312,1,1,0,0,0,0,1,0.3,0,112.7205004023519,3,1
959,959,25,933,1,0,0,0,226,1,1,1,1,1,1,1,0.2,0,29.060289919804177,1,1
960,960,25,304,1,0,1,0,182,1,1,1,0,1,1,1,0.17,0,30.30903597730753,1,1
961,961,25,425,1,0,0,0,250,1,1,1,1,1,1,1,0.15,0,28.806096699752075,1,1
962,962,25,1035,1,0,0,0,283,1,1,1,0,1,1,1,0.1,0,30.99677999602036,1,1
963,963,25,502,1,0,0,0,254,0,1,1,0,1,1,1,0.09,0,36.06081715222035,1,1
964,964,25,1086,1,1,1,1,96,1,1,1,1,1,1,1,0.16,1,18.01594549016312,0,1
965,965,25,481,1,1,1,0,154,1,1,1,1,1,1,1,0.07,1,19.554666163974463,0,1
966,966,25,119,1,0,1,0,197,1,1,1,1,1,1,1,0.06,1,18.50129239448771,0,1
967,967,25,437,1,1,1,1,134,1,1,1,1,1,1,1,0.04,1,16.704774373000454,0,1
968,968,25,1113,1,0,0,0,216,1,1,1,0,1,1,1,0.07,0,32.222057502780245,1,1
969,969,25,1090,1,0,0,0,307,0,1,1,0,0,1,1,0.07,0,28.15759944092476,1,1
970,970,25,718,1,0,0,0,274,0,1,1,0,1,1,1,0.04,0,28.20465655451479,1,1
971,971,25,457,1,0,0,0,322,1,0,1,0,0,1,1,0.08,0,34.20803737188214,1,1
972,972,25,463,1,0,0,0,283,1,1,1,0,1,1,1,0.04,0,50.756768880748446,2,1
973,973,25,128,1,0,0,0,235,1,1,1,0,1,1,1,0.06,0,62.19865764764391,2,1
974,974,25,796,1,0,0,0,134,1,1,1,0,1,1,1,0.04,0,42.22290266820305,1,1
975,975,25,508,1,0,0,0,317,0,1,1,0,0,1,1,0.03,0,46.6671355347063,1,1
976,976,25,139,1,0,0,0,278,1,1,1,0,1,1,1,0.06,0,42.72629142505031,1,1
977,977,25,185,1,0,0,0,293,1,1,1,0,0,1,1,0.04,0,36.995054793733445,1,1
978,978,25,999,1,0,1,0,226,1,1,1,0,1,1,1,0.04,0,31.667063201939893,1,1
979,979,25,10,1,0,0,0,333,1,1,1,0,0,1,1,0.1,0,94.54039211124218,3,1
980,980,25,11,1,0,0,0,323,0,1,0,0,0,0,1,0.12,0,94.12571269215736,3,1
981,981,25,125,1,1,1,0,109,1,1,1,1,1,1,1,0.15,1,17.424616944859817,0,1
982,982,25,127,1,1,1,1,124,1,1,1,1,1,1,1,0.23,1,18.64205964261868,0,1
983,983,25,129,1,1,1,0,169,1,1,1,0,1,1,1,0.12,0,32.69328799762919,1,1
984,984,25,242,1,1,1,0,179,1,1,1,1,1,1,1,0.1,1,15.868092801057015,0,1
985,985,25,256,1,1,1,1,104,1,1,1,1,1,1,1,0.14,1,14.344564201804886,0,1
986,986,25,263,1,0,0,0,164,1,1,1,1,1,1,1,0.09,1,21.528250566024063,0,1
987,987,25,285,1,1,1,1,159,1,1,1,1,1,1,1,0.12,1,18.58417612115788,0,1
988,988,25,295,1,1,1,1,85,1,1,1,1,1,1,1,0.16,1,13.403220980493227,0,1
989,989,25,303,1,0,0,1,269,1,1,1,0,1,1,1,0.1,0,111.48662929308624,3,1
990,990,25,330,1,0,0,0,473,0,1,1,0,0,1,1,0.18,0,124.77470855315504,3,1
991,991,25,344,1,0,0,0,269,1,1,1,0,1,1,1,0.19,0,63.27602401600689,2,1
992,992,25,364,1,1,1,1,100,1,1,1,1,1,1,1,0.19,1,18.65612842936708,0,1
993,993,25,420,1,0,0,0,498,1,0,1,0,0,1,1,0.22,0,53.74269662666924,2,1
994,994,25,436,1,0,0,0,288,1,1,1,0,1,1,1,0.16,0,67.36772516492466,2,1
995,995,25,443,1,1,1,1,67,1,1,1,1,1,1,1,0.14,1,19.708438945399312,0,1
996,996,25,451,1,1,0,0,258,1,1,1,1,1,1,1,0.26,0,29.752032351187115,1,1
997,997,25,487,1,1,1,1,21,1,1,1,1,1,1,1,0.06,1,5.9551437781791385,0,1
998,998,25,488,1,0,1,0,386,1,1,1,1,0,1,1,0.21,0,31.625043440701702,1,1
999,999,25,510,1,1,1,1,129,1,1,1,0,1,1,1,0.18,0,28.525076528944293,1,1
1000,1000,25,563,1,1,1,1,134,1,1,1,0,1,1,1,0.05,0,36.44851262830187,1,1
1001,1001,25,570,1,0,0,0,350,1,1,1,0,0,1,1,0.02,0,149.14342862973638,3,1
1002,1002,25,581,1,0,0,0,443,0,1,1,0,0,0,1,0.11,0,145.41421568835577,3,1
1003,1003,25,599,1,1,1,1,103,1,1,1,1,1,1,1,0.06,1,18.53680645246204,0,1
1004,1004,25,688,1,1,1,0,196,1,1,1,0,1,1,1,0.18,0,46.339037347257005,1,1
1005,1005,25,717,1,1,1,1,144,1,1,1,1,1,1,1,0.17,1,23.71369499433481,0,1
1006,1006,25,776,1,1,1,0,180,1,1,1,1,1,1,1,0.33,1,33.25039429919867,1,1
1007,1007,25,808,1,1,1,1,124,1,1,1,0,1,1,1,0.22,0,36.37227382176561,1,1
1008,1008,25,855,1,1,1,1,129,1,1,1,1,1,1,1,0.13,1,21.29136040228964,0,1
1009,1009,25,919,1,0,0,0,479,1,1,1,0,0,1,1,0.16,0,83.57337358833645,3,1
1010,1010,25,939,1,1,1,0,139,1,1,1,0,1,1,1,0.06,0,25.63796175293528,1,1
1011,1011,25,998,1,1,1,0,196,1,1,1,1,1,1,1,0.14,1,26.13475370770883,1,1
1012,1012,25,1016,1,0,0,0,319,1,1,0,0,0,1,1,0.08,0,80.0345310909185,3,1
1013,1013,25,1021,1,0,0,0,263,1,1,1,0,1,1,1,0.46,0,61.86286569371949,2,1
1014,1014,25,1034,1,0,0,0,474,1,0,0,0,0,0,1,0.25,0,64.21670748210363,2,1
1015,1015,25,1044,1,0,0,0,412,1,1,0,0,0,0,1,0.34,0,55.62101445891101,2,1
1016,1016,25,1044,1,1,1,0,118,1,1,1,1,1,1,1,0.13,1,23.151690344998,0,1
1017,1017,25,1176,1,0,0,0,314,1,0,1,1,0,1,1,0.33,0,36.065061618006574,1,1
1018,1018,25,788,1,0,0,0,556,1,1,1,0,0,0,1,0.16,0,153.42764592014046,3,1
1019,1019,25,1191,1,1,1,0,299,0,1,1,0,0,1,1,0.35,0,48.47200021398384,1,1
1020,1020,26,7,1,0,0,0,292,1,0,1,1,0,1,1,0.38,0,36.1243019413939,1,1
1021,1021,26,14,1,1,1,1,54,1,1,1,1,1,1,1,0.18,1,20.08478600341865,0,1
1022,1022,26,154,1,1,1,1,183,1,1,1,1,1,1,1,0.3,1,19.055894971860845,0,1
1023,1023,26,280,1,1,1,1,188,1,1,1,1,1,1,1,0.39,1,22.398550882159725,0,1
1024,1024,26,327,1,0,0,0,386,1,1,1,0,0,1,1,0.28,0,86.86930805097231,3,1
1025,1025,26,454,1,1,1,1,54,1,1,1,1,1,1,1,0.15,1,15.191357982234246,0,1
1026,1026,26,469,1,0,0,0,272,1,1,1,0,1,1,1,0.28,0,86.13779475496163,3,1
1027,1027,26,470,1,1,1,0,193,1,1,1,1,1,1,1,0.32,1,21.871914563836675,0,1
1028,1028,26,476,1,1,1,1,109,1,1,1,1,1,1,1,0.29,1,17.306654204089078,0,1
1029,1029,26,590,1,1,1,1,59,1,1,1,1,1,1,1,0.5,1,26.047258600890977,1,1
1030,1030,26,627,1,0,0,0,193,1,1,1,1,1,1,1,0.18,0,16.45114505415688,0,1
1031,1031,26,639,1,0,0,0,272,1,1,1,1,1,1,1,0.37,0,24.667000676766367,0,1
1032,1032,26,681,1,1,1,1,79,1,1,1,1,1,1,1,0.32,1,20.184699489976868,0,1
1033,1033,26,814,1,1,1,1,144,1,1,1,1,1,1,1,0.21,1,13.402638822726558,0,1
1034,1034,26,827,1,1,1,1,109,1,1,1,1,1,1,1,0.17,1,11.070151433196427,0,1
1035,1035,26,839,1,1,1,1,84,1,1,1,1,1,1,1,0.15,1,11.127711643749738,0,1
1036,1036,26,864,1,1,1,1,302,1,1,1,1,0,1,1,0.54,0,33.66364250319208,1,1
1037,1037,26,880,1,1,1,1,193,1,1,1,0,1,1,1,0.3,0,36.77009748435951,1,1
1038,1038,26,1001,1,1,1,0,243,1,1,1,1,1,1,1,0.3,0,22.93407848395277,0,1
1039,1039,26,1085,1,1,1,0,277,1,1,1,1,1,1,1,0.29,0,24.99287975834544,0,1
1040,1040,26,1147,1,1,1,1,134,1,1,1,1,1,1,1,0.25,1,20.76541195994199,0,1
1041,1041,26,1170,1,1,1,1,183,1,1,1,1,1,1,1,0.49,1,37.470827874056354,1,1
1042,1042,27,81,1,1,1,1,134,1,1,1,0,1,1,1,0.33,0,39.90695591847895,1,1
1043,1043,27,98,1,1,1,0,187,1,1,1,1,1,1,1,0.59,1,42.16275050757477,1,1
1044,1044,27,112,1,0,0,0,341,1,0,1,1,0,0,1,1.1,0,71.22298618134226,2,1
1045,1045,27,164,1,1,1,0,216,1,1,1,1,1,1,1,0.43,0,40.77928428348104,1,0
1046,1046,27,176,1,0,1,0,312,1,0,1,1,1,1,1,0.48,0,46.86185324727561,1,0
1047,1047,27,178,1,0,0,0,336,0,1,1,0,0,0,1,0.3,0,74.45921242906479,2,0
1048,1048,27,302,1,1,1,0,192,1,1,1,1,1,1,1,0.34,1,31.24465575349061,1,0
1049,1049,27,311,1,1,1,1,91,1,1,1,1,1,1,1,0.2,1,23.3373406903017,0,1
1050,1050,27,316,1,1,1,0,206,1,1,1,0,1,1,1,1.3,0,84.54239307247119,3,1
1051,1051,27,348,1,1,1,0,125,1,1,1,1,1,1,1,0.29,1,20.023599573390943,0,1
1052,1052,27,354,1,1,1,0,101,1,1,1,1,1,1,1,0.86,1,58.255415815047776,2,1
1053,1053,27,358,1,1,1,0,125,1,1,1,1,1,1,1,0.55,1,38.39806040345013,1,1
1054,1054,27,410,1,0,0,0,254,1,1,1,0,1,1,1,0.33,0,52.889381716892025,2,1
1055,1055,27,447,1,1,1,1,96,1,1,1,1,1,1,1,0.49,1,35.695132292115126,1,1
1056,1056,27,457,1,0,0,0,274,0,0,1,0,1,1,1,0.36,0,53.33911984142552,2,1
1057,1057,27,460,1,1,1,0,168,1,1,1,1,1,1,1,0.36,1,34.2972690028834,1,1
1058,1058,27,472,1,1,1,0,264,1,1,1,1,1,1,1,0.18,0,29.814401806182158,1,1
1059,1059,27,473,1,1,1,0,144,1,1,1,1,1,1,1,0.43,1,35.16511665657603,1,1
1060,1060,27,477,1,0,0,0,379,1,0,1,1,0,1,1,0.68,0,51.536288376629685,2,1
1061,1061,27,497,1,1,1,0,197,1,1,1,1,1,1,1,0.26,1,27.67527760582647,1,1
1062,1062,27,499,1,0,0,0,432,1,1,1,1,0,1,1,1.4,0,84.29687802949185,3,0
1063,1063,27,522,1,1,1,0,226,1,1,1,1,1,1,1,0.82,0,55.38348254177709,2,0
1064,1064,27,569,1,1,1,0,115,1,1,1,1,1,1,1,1.0,1,62.976320295886445,2,1
1065,1065,27,552,1,0,0,0,307,1,1,1,1,0,1,1,1.2,0,72.88594496935588,2,1
1066,1066,27,670,1,1,1,0,163,1,1,1,1,1,1,1,0.28,1,23.324787013897915,0,1
1067,1067,27,743,1,0,0,0,317,0,1,1,1,0,1,1,0.26,0,31.08224774743793,1,1
1068,1068,27,792,1,0,0,0,283,1,1,1,0,1,1,1,0.24,0,48.10121857572242,1,1
1069,1069,27,924,1,1,1,1,130,1,1,1,1,1,1,1,0.13,1,21.319173193032395,0,1
1070,1070,27,1019,1,1,1,0,182,1,1,1,1,1,1,1,0.44,1,36.01301845440828,1,1
1071,1071,27,1030,1,1,1,0,149,1,1,1,1,1,1,1,0.65,1,45.84872213999696,1,1
1072,1072,27,1039,1,0,0,0,269,0,0,1,1,1,0,1,0.25,0,42.133043775829854,1,1
1073,1073,27,1048,1,0,0,0,269,0,1,1,0,1,1,1,0.22,0,53.24912549671283,2,0
1074,1074,27,18,1,1,1,1,119,1,1,1,1,1,1,1,0.53,1,36.10705494261639,1,1
1075,1075,27,91,1,1,1,0,189,1,1,1,1,1,1,1,0.43,1,40.93917865867794,1,1
1076,1076,27,97,1,0,0,0,289,0,0,1,1,0,0,1,0.49,0,48.92422274472775,1,1
1077,1077,27,143,1,1,1,0,124,1,1,1,1,1,1,1,0.31,1,25.66725742907469,1,1
1078,1078,27,144,1,0,0,0,214,0,1,1,1,1,1,1,0.27,0,30.547293769532043,1,1
1079,1079,27,171,1,1,1,0,154,1,1,1,1,1,1,1,0.46,1,36.589222063998726,1,1
1080,1080,27,198,1,0,1,0,299,1,1,1,1,0,1,1,0.91,0,57.466372042614495,2,1
1081,1081,27,205,1,0,0,0,388,1,1,1,1,0,1,1,1.8,0,107.40074819337914,3,1
1082,1082,27,221,1,0,0,0,358,1,1,1,1,0,1,1,1.7,0,97.1489790762861,3,1
1083,1083,27,255,1,0,1,0,184,1,1,1,1,1,1,1,0.49,1,39.99462582122668,1,1
1084,1084,27,293,1,0,0,0,229,1,1,1,1,1,1,1,0.31,0,31.495424029083697,1,1
1085,1085,27,296,1,1,1,0,184,1,1,1,1,1,1,1,0.56,1,39.44881039418031,1,1
1086,1086,27,323,1,1,1,0,179,1,1,1,1,1,1,1,0.25,1,23.90492595904247,0,1
1087,1087,27,331,1,1,1,1,100,1,1,1,1,1,1,1,0.45,1,33.798292162671885,1,1
1088,1088,27,421,1,1,1,1,154,1,1,1,1,1,1,1,0.29,1,27.599066410565367,1,1
1089,1089,27,456,1,1,1,0,289,1,0,1,1,0,1,1,0.27,0,30.263509485060343,1,1
1090,1090,27,490,1,1,1,0,204,1,1,1,1,1,1,1,0.83,0,54.11401053559081,2,1
1091,1091,27,523,1,1,1,1,95,1,1,1,1,1,1,1,0.74,1,46.80037710406834,1,1
1092,1092,27,546,1,1,1,0,164,1,1,1,1,1,1,1,0.58,1,41.13404239540761,1,1
1093,1093,27,555,1,1,1,0,254,1,1,1,1,1,1,1,1.6,0,92.02079167229223,3,1
1094,1094,27,572,1,0,1,0,204,1,1,1,1,1,1,1,0.71,0,50.39733911372761,2,1
1095,1095,27,578,1,1,1,0,299,1,0,1,1,0,1,1,0.37,0,35.984519853936206,1,1
