,Index,District,Village,pH,EC,TDS,TH,Alkalinity,Calcium,Magnesium,Sodium,Potassium,Bicarbonate,Chloride,Sulphate,Fluoride,is_drinkable,WQI,WQC,Carbonate
269,269,6,253,1,1,1,1,115,1,1,1,1,1,1,1,0.22,1,11.610443289044902,0,1
270,270,6,1092,1,1,1,1,62,1,1,1,1,1,1,1,0.21,1,10.577866159332483,0,1
271,271,6,773,1,0,0,0,221,1,1,1,0,1,1,1,1.3,0,106.18829969739404,3,1
272,272,6,287,1,0,0,0,326,1,1,1,0,0,1,1,0.04,0,40.29346082637956,1,1
273,273,6,271,1,1,1,1,72,1,1,1,1,1,1,1,0.29,1,19.97671800580644,0,1
274,274,6,401,1,1,1,0,211,1,1,1,1,1,1,1,0.16,0,10.474937255464727,0,1
275,275,6,1092,1,0,0,0,307,1,1,1,0,0,1,1,0.13,0,50.958408319669225,2,1
276,276,6,230,1,0,1,0,269,0,1,1,1,1,1,1,0.1,0,18.93163475165562,0,1
277,277,6,134,1,1,1,0,182,1,1,1,1,1,1,1,0.12,1,11.342889707462003,0,1
278,278,6,512,1,1,1,0,145,0,1,1,1,1,1,1,0.12,0,16.402974941529482,0,1
279,279,6,799,1,0,0,0,300,1,0,1,0,0,1,1,0.39,0,53.75424973046811,2,1
280,280,6,513,1,1,1,0,211,1,1,1,1,1,1,1,0.31,0,21.244932064375178,0,1
281,281,6,662,1,1,1,0,155,1,1,1,1,1,1,1,0.18,1,21.13841178416956,0,1
282,282,6,663,1,1,1,0,221,1,1,1,1,1,1,1,0.16,0,19.55996447188873,0,1
283,283,6,925,1,1,1,0,221,1,1,1,0,1,1,1,0.1,0,32.1476873469598,1,1
284,284,6,658,1,1,1,0,173,1,1,1,1,1,1,1,0.15,1,20.96776054585128,0,1
285,285,6,88,1,1,1,0,134,1,1,1,1,1,1,1,0.17,1,17.31180344508329,0,1
286,286,6,279,1,1,1,0,202,1,1,1,1,1,1,1,0.11,0,16.606727499216667,0,1
287,287,6,849,1,1,1,0,139,1,1,1,1,1,1,1,0.2,1,22.24642465829809,0,1
288,288,6,25,1,1,1,0,144,1,1,1,1,1,1,1,0.11,1,11.39000654405619,0,1
289,289,6,189,1,0,0,0,331,1,1,1,0,0,1,1,0.2,0,58.060619967240086,2,1
290,290,6,258,1,1,1,1,58,1,1,1,1,1,1,1,0.06,1,6.189910562678446,0,1
291,291,6,315,1,1,1,0,95,1,1,1,0,1,1,1,0.07,0,18.91823929224561,0,1
292,292,6,376,1,1,1,1,101,1,1,1,1,1,1,1,0.16,1,10.432018464881038,0,1
293,293,6,452,1,1,1,0,158,1,1,1,1,1,1,1,0.13,1,15.109897488718444,0,1
294,294,6,511,1,1,1,0,202,1,1,1,1,1,1,1,0.14,0,16.88635455311484,0,1
295,295,6,601,1,1,1,0,216,1,1,1,1,1,1,1,0.22,0,20.364252838328696,0,1
296,296,6,625,1,0,0,0,403,1,0,1,0,0,1,1,0.05,0,40.52034082022045,1,1
297,297,6,713,1,1,1,0,163,1,1,1,1,1,1,1,0.16,1,19.774805440284503,0,1
298,298,6,769,1,0,0,0,307,1,1,1,0,0,1,1,0.03,0,41.45578672037775,1,1
299,299,6,831,1,1,1,0,120,1,1,1,1,1,1,1,0.07,1,11.243442201859793,0,1
300,300,6,851,1,1,1,0,110,1,1,1,0,1,1,1,0.04,0,16.089378348627804,0,1
301,301,6,856,1,1,1,0,139,1,1,1,1,1,1,1,0.05,1,9.537188481555356,0,1
302,302,6,861,1,1,1,0,206,1,1,1,1,1,1,1,0.2,0,20.09177628385353,0,1
303,303,6,868,1,1,1,1,91,1,1,1,0,1,1,1,0.16,0,20.118246495802275,0,1
304,304,6,877,1,1,1,0,190,1,1,1,1,1,1,1,0.28,1,20.808722799497424,0,1
305,305,6,898,1,1,1,1,154,1,1,1,1,1,1,1,0.21,1,17.72682666770828,0,1
306,306,6,1057,1,1,1,0,185,1,1,1,1,1,1,1,0.32,1,26.27442276018214,1,1
307,307,6,1105,1,1,1,0,226,1,1,1,1,1,1,1,0.18,0,18.504709993866367,0,1
308,308,6,1160,1,1,1,0,154,1,1,1,1,1,1,1,0.12,1,18.44387275943206,0,1
309,309,7,349,1,1,1,0,141,1,1,1,1,1,1,1,0.34,1,32.416112827793675,1,1
310,310,7,584,1,1,1,0,146,1,1,1,1,1,1,1,0.28,1,29.30882625332688,1,0
311,311,7,1204,1,1,1,0,180,1,1,1,1,1,1,1,0.29,1,30.10523203236252,1,0
312,312,7,943,1,1,1,1,98,1,1,1,1,1,1,1,0.26,1,29.51945063610661,1,1
313,313,7,1022,1,0,0,1,219,1,1,1,1,1,1,1,2.11,0,115.49098348220213,3,0
314,314,7,1026,1,0,0,0,219,1,1,1,0,1,1,1,1.19,0,83.39769796123781,3,1
315,315,7,1154,1,1,1,0,141,1,1,1,1,1,1,1,0.54,1,40.18166798142191,1,0
316,316,7,1144,0,1,1,0,151,1,1,1,1,1,1,1,0.43,0,37.82944446001205,1,0
317,317,8,494,1,1,1,0,185,1,1,1,1,1,1,1,0.24,1,24.26542216380124,0,1
318,318,8,140,1,1,1,0,180,1,1,1,1,1,1,1,0.37,1,28.28957379286647,1,1
319,319,8,209,1,1,1,0,200,1,1,1,1,1,1,1,0.27,1,26.982258673068078,1,1
320,320,8,560,1,1,1,0,180,1,1,1,1,1,1,1,0.29,1,30.12352758028145,1,1
321,321,8,1012,1,0,0,0,105,1,0,1,1,1,1,1,0.22,0,25.58219651585617,1,1
322,322,8,200,1,0,0,0,195,1,0,1,1,1,0,1,0.43,0,38.27874070507678,1,1
323,323,8,80,1,0,0,0,230,1,0,1,1,1,1,1,0.65,0,48.40938892327916,1,1
324,324,8,249,1,1,1,0,185,1,1,1,1,1,1,1,0.2,1,20.59084829875768,0,1
325,325,8,141,1,1,1,1,115,1,1,1,1,1,1,1,0.24,1,22.983186417573627,0,1
326,326,8,149,1,1,1,0,110,1,1,1,1,1,1,1,0.22,1,20.333193635282655,0,1
327,327,8,566,1,1,1,1,55,1,1,1,1,1,1,1,0.22,1,18.2109135157121,0,1
328,328,8,1088,1,1,1,1,105,1,1,1,1,1,1,1,0.21,1,20.11224499904754,0,1
329,329,8,579,1,1,1,0,205,1,1,1,1,1,1,1,0.81,0,50.8047636455035,2,1
330,330,8,348,1,1,1,0,205,1,1,1,1,1,1,1,0.99,0,63.07191028982075,2,1
331,331,8,449,1,1,1,0,145,1,1,1,1,1,1,1,0.44,1,35.605136871822275,1,1
332,332,8,1064,1,1,1,0,125,1,1,1,1,1,1,1,0.22,1,20.405931032101257,0,1
333,333,8,797,1,0,0,0,200,0,1,1,1,1,1,1,0.28,0,26.36177358358121,1,1
334,334,8,222,1,1,1,0,210,1,1,1,1,1,1,1,1.6,0,86.08230120094188,3,1
335,335,8,1049,1,1,1,0,125,1,1,1,1,1,1,1,0.38,1,31.08501312066284,1,1
336,336,8,439,1,1,1,1,60,1,1,1,1,1,1,1,0.18,1,17.21994057702612,0,1
337,337,8,805,1,1,1,1,40,1,1,1,1,1,1,1,0.13,1,10.176366276938683,0,1
338,338,8,493,1,1,1,0,240,1,1,1,1,1,1,1,0.23,0,22.68444111014593,0,1
339,339,8,605,1,1,1,1,130,1,1,1,1,1,1,1,0.8,1,48.84067667295882,1,1
340,340,8,824,1,0,0,0,150,0,1,1,1,1,1,1,0.4,0,33.730656836996125,1,1
341,341,8,84,1,1,1,0,120,1,1,1,1,1,1,1,0.5,1,34.85676527189393,1,1
342,342,8,899,1,1,1,0,155,1,1,1,1,1,1,1,0.91,1,56.63554519318976,2,1
343,343,8,602,1,0,0,0,85,0,0,1,1,1,0,1,0.75,0,68.55370966185174,2,1
344,344,8,821,1,0,0,0,440,1,0,1,1,0,1,1,1.34,0,87.10425206560927,3,1
345,345,8,365,1,0,0,0,240,0,1,1,1,1,1,1,0.67,0,50.28526187688174,2,1
346,346,8,367,1,0,0,0,200,1,1,1,0,1,1,1,1.26,0,92.6553945864918,3,1
347,347,8,123,1,1,1,1,95,1,1,1,1,1,1,1,0.13,1,13.118847660202716,0,1
348,348,9,1,1,1,1,1,92,1,1,1,1,1,1,1,0.23,1,22.61165399604923,0,1
349,349,9,32,1,1,1,0,213,1,1,1,0,1,1,1,0.9,0,77.37134398270922,3,1
350,350,9,87,1,0,0,1,243,1,1,1,0,1,1,1,0.46,0,149.3275698086911,3,0
351,351,9,289,1,1,1,1,82,1,1,1,1,1,1,1,0.23,1,26.079424618388398,1,1
352,352,9,292,1,0,0,0,136,1,1,1,0,1,1,1,1.24,0,91.44137291298529,3,1
353,353,9,335,1,1,1,1,112,1,1,1,1,1,1,1,0.32,1,27.653081225833056,1,1
354,354,9,419,1,0,0,0,257,1,0,1,1,1,0,1,1.04,0,68.50518624944347,2,1
355,355,9,458,1,0,0,0,204,1,1,1,0,1,1,1,0.36,0,47.33029639026804,1,1
356,356,9,576,1,0,0,0,393,1,1,1,1,0,1,1,0.67,0,50.39677969882059,2,1
357,357,9,613,1,1,1,1,97,1,1,1,1,1,1,1,0.27,1,17.994900858397894,0,1
358,358,9,626,1,1,1,0,170,1,1,1,1,1,1,1,0.68,1,40.39241629651141,1,1
359,359,9,635,1,0,0,0,175,1,1,1,0,1,1,1,0.78,0,67.77962304877728,2,1
360,360,9,675,1,1,1,0,82,1,1,1,1,1,1,1,0.16,1,20.472505906491897,0,1
361,361,9,736,1,1,1,1,102,1,1,1,1,1,1,1,0.13,1,19.15937331321433,0,1
362,362,9,749,1,1,1,0,150,1,1,1,1,1,1,1,0.44,1,33.75801338361388,1,1
363,363,9,748,1,1,1,0,204,1,1,1,1,1,1,1,0.75,0,48.75142214342183,1,1
364,364,9,755,1,1,1,0,141,1,1,1,1,1,1,1,0.7,1,45.08999055187736,1,1
365,365,9,760,1,0,0,0,412,1,1,1,0,0,1,1,0.44,0,191.14161208804927,3,0
366,366,9,771,1,1,1,1,94,1,1,1,1,1,1,1,0.36,1,29.638921099684485,1,1
367,367,9,815,1,1,1,0,155,1,1,1,1,1,1,1,0.65,1,44.46752190857739,1,1
368,368,9,820,1,1,1,1,136,1,1,1,1,1,1,1,1.18,1,69.39316187170196,2,0
369,369,9,841,1,1,1,1,73,1,1,1,1,1,1,1,0.16,1,17.857935460661086,0,1
370,370,9,897,1,1,1,1,68,1,1,1,1,1,1,1,0.2,1,19.362855588926845,0,1
371,371,9,895,1,0,0,0,160,1,1,1,0,1,1,1,0.26,0,59.71714091260715,2,1
372,372,9,913,1,1,1,1,73,1,1,1,1,1,1,1,0.19,1,20.25939907052891,0,1
373,373,9,1015,1,1,1,1,136,1,1,1,0,1,1,1,0.25,0,34.70852619476436,1,1
374,374,9,1079,1,0,0,0,257,0,1,1,0,1,1,1,0.29,0,96.98002063132596,3,0
375,375,9,1084,1,1,1,0,94,1,1,1,1,1,1,1,0.23,1,25.14527557071558,1,1
376,376,9,1125,1,1,1,0,92,1,1,1,1,1,1,1,0.21,1,25.40337331661089,1,1
377,377,9,1152,1,1,1,0,233,1,1,1,0,1,1,1,0.61,0,100.78471267998631,3,1
378,378,9,1158,1,0,0,0,112,1,0,1,1,1,1,1,0.28,0,28.28054605223867,1,1
379,379,9,1202,1,1,1,1,89,1,1,1,1,1,1,1,0.12,1,18.218503601919856,0,1
380,380,10,36,1,1,1,0,110,1,1,1,1,1,1,1,0.38,1,33.80665864793346,1,1
381,381,10,86,1,1,1,0,153,1,1,1,1,1,1,1,0.21,1,24.33439002008788,0,1
382,382,10,217,1,1,1,0,200,1,1,1,1,1,1,1,0.3,1,27.095016270980544,1,1
383,383,10,300,1,1,1,0,300,1,1,1,1,0,1,1,0.76,0,51.450897713175046,2,1
384,384,10,642,1,0,0,0,243,0,0,1,1,1,0,1,0.17,0,28.66200704108745,1,1
385,385,10,656,1,0,0,0,157,1,1,1,0,1,1,1,0.16,0,41.298172079806925,1,1
386,386,10,685,1,0,0,0,295,1,0,0,1,0,0,1,0.69,0,52.302414606718365,2,1
387,387,10,866,1,0,0,0,324,1,1,1,0,0,1,1,0.51,0,56.16289515895519,2,1
388,388,10,16,1,1,1,1,166,1,1,1,1,1,1,1,0.85,1,52.35780813178235,2,1
389,389,10,137,1,0,0,0,362,1,1,1,1,0,1,1,0.82,0,55.72938384540857,2,1
390,390,10,187,1,1,1,0,176,1,1,1,1,1,1,1,0.32,1,30.32296158452207,1,1
391,391,10,208,1,0,0,0,367,1,0,1,0,0,0,1,0.33,0,54.55698559600021,2,1
392,392,10,265,1,1,1,1,148,1,1,1,0,1,1,1,0.26,0,38.41081354336584,1,1
393,393,10,265,1,0,0,0,276,1,1,1,0,1,1,1,0.36,0,51.31993911933195,2,1
394,394,10,586,1,0,0,0,590,1,1,0,0,0,0,1,0.11,0,134.87241987423073,3,1
395,395,10,616,1,1,1,0,185,1,1,1,1,1,1,1,0.23,1,24.48948524148332,0,1
396,396,10,690,1,1,1,1,76,1,1,1,1,1,1,1,0.11,1,22.329390652698848,0,1
397,397,10,747,1,0,0,0,295,1,1,1,1,0,1,1,1.05,0,67.0435496325054,2,1
398,398,10,798,1,0,0,0,200,1,1,1,0,1,1,1,0.16,0,32.94590053940346,1,1
399,399,10,320,1,1,1,0,267,1,1,1,1,1,1,1,0.46,0,39.46006878901279,1,1
400,400,10,823,1,0,0,0,190,1,1,1,1,1,1,1,0.32,0,28.913504545882983,1,1
401,401,10,1181,1,0,0,0,229,1,0,1,0,1,1,1,0.39,0,53.831789493676304,2,1
402,402,10,1190,1,1,1,1,95,1,1,1,1,1,1,1,0.2,1,25.16343535494288,1,1
403,403,10,297,1,1,1,0,129,1,1,1,1,1,1,1,0.13,1,18.088362901881336,0,1
404,404,10,418,1,0,0,0,281,0,1,1,1,1,1,1,0.25,0,37.527117597991726,1,1
405,405,10,462,1,0,0,0,181,1,1,1,1,1,1,1,0.26,1,27.24048846058154,1,1
406,406,10,501,0,0,0,0,438,1,0,1,0,0,1,1,0.25,0,92.3720006810121,3,1
407,407,10,842,1,1,1,0,124,1,1,1,1,1,1,1,0.29,1,25.360392425424788,1,1
408,408,10,1148,1,0,0,0,171,1,1,1,0,1,1,1,0.18,0,39.09500141099136,1,1
409,409,10,306,1,0,0,0,414,1,1,0,0,0,0,1,0.65,0,59.83973163425632,2,1
410,410,10,520,1,0,0,0,210,0,0,1,1,1,0,1,0.29,0,36.19228592487299,1,1
411,411,10,1136,1,1,0,0,205,1,1,1,1,1,1,1,0.44,0,35.73463232282576,1,1
412,412,10,83,1,0,0,0,176,1,1,1,1,1,0,1,0.25,0,26.38952650979613,1,1
413,413,10,141,1,0,0,0,157,0,1,1,1,1,0,1,0.35,0,35.523312506704684,1,1
414,414,10,362,1,1,1,0,157,1,1,1,0,1,1,1,0.25,0,38.274981382556405,1,1
415,415,10,416,1,1,1,0,143,1,1,1,1,1,1,1,0.29,1,26.060840079060814,1,1
416,416,10,1134,1,0,0,0,414,0,0,1,1,0,0,1,0.49,0,58.203091160797264,2,1
417,417,10,500,1,0,0,0,276,0,0,1,0,1,0,1,0.38,0,143.98783203230593,3,1
418,418,10,930,1,1,1,0,181,1,1,1,1,1,1,1,0.43,1,39.10538659040238,1,1
419,419,10,85,1,1,1,1,138,1,1,1,1,1,1,1,0.35,1,31.35110488972898,1,1
420,420,10,496,1,0,0,0,229,1,1,1,1,1,1,1,0.47,0,40.34212511148531,1,1
421,421,10,533,1,0,0,0,229,0,1,1,0,1,0,1,0.24,0,55.21121296572268,2,1
422,422,10,927,1,0,0,0,176,1,1,1,0,1,1,1,0.23,0,55.6208283835417,2,1
423,423,10,163,1,0,0,0,185,1,1,1,0,1,1,1,0.21,0,34.938251961447804,1,1
424,424,10,274,1,0,0,0,224,1,1,1,0,1,1,1,0.38,0,47.50860561786845,1,1
425,425,10,281,1,1,1,1,86,1,1,1,1,1,1,1,0.15,1,21.86814880198768,0,1
426,426,10,427,1,1,1,0,200,1,1,1,1,1,1,1,0.39,1,35.77765435495335,1,1
427,427,10,509,1,0,0,0,353,1,0,1,0,0,0,1,0.4,0,79.1221501583509,3,1
428,428,10,550,1,0,0,0,281,1,1,1,1,1,1,1,0.29,0,29.751995102147564,1,1
429,429,10,1042,1,0,0,0,195,1,1,1,0,1,0,1,0.25,0,36.55801884642894,1,1
430,430,10,1155,1,0,0,0,338,0,1,1,0,0,1,1,0.38,0,56.078187333232016,2,1
431,431,10,466,1,0,0,0,358,1,1,1,1,0,1,1,1.18,0,72.88252462441731,2,1
432,432,10,575,1,0,0,0,305,0,0,1,0,0,0,1,0.13,0,151.74290315221413,3,1
433,433,10,653,1,0,0,0,224,1,1,1,1,1,1,1,0.24,0,25.775717985143977,1,1
434,434,10,680,1,1,1,0,86,1,1,1,1,1,1,1,0.13,1,18.674978453015694,0,1
435,435,10,995,1,1,1,0,205,0,1,1,0,1,1,1,0.22,0,35.52715002107288,1,1
436,436,10,374,1,0,0,0,248,0,0,0,0,1,0,1,0.6,0,62.35774897487304,2,1
437,437,10,596,1,0,0,0,238,1,1,1,1,1,1,1,0.34,0,33.182799718198,1,1
438,438,10,710,1,1,1,1,148,1,1,1,1,1,1,1,0.17,1,25.15534447294732,1,1
439,439,10,741,1,0,0,0,385,1,1,1,1,0,0,1,0.77,0,59.90309135893043,2,1
440,440,10,745,1,1,1,0,114,1,1,1,0,1,1,1,0.14,0,28.850309597260328,1,1
441,441,10,922,1,0,0,0,166,1,0,1,1,1,0,1,0.69,0,54.54027790161104,2,1
442,442,10,1014,1,1,1,1,153,1,1,1,1,1,1,1,0.26,1,26.17750657589902,1,1
443,443,10,539,1,1,1,0,229,1,1,1,0,1,1,1,0.54,0,50.07037632851844,2,1
444,444,10,545,1,0,0,0,181,1,1,1,0,1,1,1,0.22,0,45.83862194687371,1,1
445,445,10,910,1,1,1,0,210,1,1,1,1,1,1,1,0.58,0,39.93743869546845,1,1
446,446,10,1135,1,0,0,0,224,1,1,1,0,1,1,1,0.32,0,72.51633727023982,2,1
447,447,10,932,1,1,1,0,138,1,1,1,1,1,1,1,0.28,1,27.01735329723348,1,1
448,448,10,146,1,0,0,0,414,1,0,1,0,0,1,1,0.35,0,46.09829534695528,1,1
449,449,10,871,1,1,1,0,138,1,1,1,1,1,1,1,0.36,1,30.218228748729462,1,1
450,450,10,947,1,1,1,0,138,1,1,1,0,1,1,1,0.17,0,29.56968463140292,1,1
451,451,10,195,1,0,0,0,229,1,1,1,1,1,1,1,0.21,0,27.577359631834565,1,1
452,452,10,390,1,0,0,0,371,1,1,1,0,0,0,1,0.34,0,166.08096537282864,3,1
453,453,10,444,1,0,0,0,166,0,0,1,1,1,0,1,0.29,0,34.49942204548742,1,1
454,454,10,446,1,0,0,0,181,1,1,1,1,1,1,1,0.27,1,26.73091080128741,1,1
455,455,10,479,1,0,0,0,400,1,1,0,1,0,1,1,0.88,0,62.34220507237948,2,1
456,456,10,495,1,0,0,0,205,1,1,1,1,1,1,1,0.34,0,31.249930483555367,1,1
457,457,10,802,1,1,1,0,195,1,1,1,1,1,1,1,0.29,1,28.57991949848527,1,1
458,458,10,916,1,0,0,0,319,0,1,1,0,0,1,1,0.16,0,63.25630305546853,2,1
459,459,10,904,1,0,0,0,176,1,1,1,0,1,1,1,0.17,0,64.92332674398956,2,1
460,460,10,1121,1,1,1,0,90,1,1,1,1,1,1,1,0.17,1,21.950108109959395,0,1
461,461,11,133,1,1,1,1,153,1,1,1,1,1,1,1,0.55,1,36.79070173680724,1,1
462,462,11,227,1,0,0,0,604,0,0,0,0,0,0,1,0.21,0,84.15481559885616,3,1
463,463,11,597,1,1,1,0,180,1,1,1,1,1,1,1,0.27,1,27.66646046662631,1,1
464,464,11,826,1,1,1,0,140,1,1,1,1,1,1,1,0.08,1,14.889932413938729,0,1
465,465,11,872,1,1,1,1,145,1,1,1,1,1,1,1,0.2,1,20.71401413029295,0,1
466,466,11,984,1,1,1,1,120,1,1,1,0,1,1,1,0.11,0,30.016224447540985,1,1
467,467,11,1106,1,1,1,1,130,1,1,1,1,1,1,1,0.21,1,20.35782450607519,0,1
468,468,12,17,1,1,1,1,25,1,1,1,1,1,1,1,0.18,1,11.785604689755976,0,1
469,469,12,22,1,1,1,0,115,1,1,1,1,1,1,1,0.2,1,15.685253937401804,0,1
470,470,12,33,1,1,1,0,188,1,1,1,1,1,1,1,0.3,1,23.70504874501023,0,1
471,471,12,174,1,0,0,1,695,1,1,0,1,0,1,1,1.1,0,66.43362606096787,2,1
472,472,12,310,1,1,1,1,15,1,1,1,1,1,1,1,0.1,1,9.808915639699894,0,1
473,473,12,328,1,1,1,1,40,1,1,1,1,1,1,1,0.08,1,5.911321231358147,0,1
474,474,12,334,1,0,0,0,495,1,1,1,1,0,1,1,1.3,0,77.5106710289934,3,1
475,475,12,339,1,0,0,0,365,1,1,1,0,0,1,1,0.29,0,86.58104424399028,3,1
476,476,12,381,1,1,1,1,225,1,1,1,1,1,1,1,0.46,0,32.99302390024051,1,1
477,477,12,424,1,1,1,1,20,1,1,1,1,1,1,1,0.09,1,8.783482287034422,0,1
478,478,12,486,1,1,1,1,35,1,1,1,1,1,1,1,0.66,1,33.50252578774218,1,1
479,479,12,519,1,1,1,0,225,1,1,1,0,1,1,1,0.11,0,30.952028162085405,1,1
480,480,12,521,1,1,1,1,30,1,1,1,1,1,1,1,0.1,1,13.8173682279845,0,1
481,481,12,527,1,1,1,0,135,1,1,1,1,1,1,1,0.17,1,20.449400095160545,0,1
482,482,12,554,1,1,1,1,90,1,1,1,1,1,1,1,0.24,1,20.830443192808783,0,1
483,483,12,594,1,1,1,1,69,1,1,1,1,1,1,1,0.19,1,13.03236662735138,0,1
484,484,12,585,1,0,0,0,230,1,1,1,0,1,1,1,0.24,0,63.24173416639849,2,1
485,485,12,659,1,1,1,1,84,1,1,1,1,1,1,1,0.19,1,12.694936833724084,0,1
486,486,12,770,1,1,1,1,135,1,1,1,0,1,1,1,0.24,0,39.611973429207154,1,1
487,487,12,917,1,1,1,0,265,1,1,1,1,1,1,1,0.77,0,44.80557713792079,1,1
488,488,12,926,1,1,1,1,35,1,1,1,1,1,1,1,0.2,1,12.7315138762579,0,1
489,489,12,944,1,1,1,1,163,1,1,1,1,1,1,1,0.37,1,25.80396321572431,1,1
490,490,12,1013,1,0,1,0,297,1,1,1,1,0,1,1,0.51,0,35.256793024692776,1,1
491,491,12,983,1,1,1,1,130,1,1,1,1,1,1,1,0.27,1,27.61635978666152,1,1
492,492,12,1102,1,0,0,0,163,1,1,1,1,1,1,1,0.2,1,18.33743593575617,0,1
493,493,12,1041,1,1,1,1,40,1,1,1,1,1,1,1,0.17,1,12.491108475939695,0,1
494,494,12,1126,1,1,1,1,40,1,1,1,1,1,1,1,0.15,1,9.796022278095784,0,1
495,495,12,33,1,1,1,0,205,1,1,1,1,1,1,1,0.39,0,29.1421047179192,1,1
496,496,13,190,1,1,1,1,115,1,1,1,1,1,1,1,0.14,1,17.72635535130855,0,1
497,497,13,207,1,1,1,1,130,1,1,1,1,1,1,1,0.29,1,23.360046272591077,0,1
498,498,13,218,1,1,1,0,150,1,1,1,1,1,1,1,0.71,1,44.72666762336693,1,1
499,499,13,259,1,1,1,1,30,1,1,1,1,1,1,1,0.14,1,13.850124922975729,0,1
500,500,13,277,1,1,1,1,85,1,1,1,1,1,1,1,0.39,1,22.94462376913295,0,1
501,501,13,528,1,0,0,0,35,0,1,1,1,1,1,1,0.41,0,28.450350752354183,1,1
502,502,13,632,1,1,1,1,145,1,1,1,1,1,1,1,0.36,1,30.769766630238465,1,1
503,503,13,676,1,1,1,1,135,1,1,1,1,1,1,1,0.37,1,28.687244921209512,1,1
504,504,13,738,1,1,1,0,110,1,1,1,1,1,1,1,0.23,1,20.375783906886458,0,1
505,505,13,890,1,1,1,1,35,1,1,1,1,1,1,1,0.33,1,23.779293638198045,0,1
506,506,13,993,1,1,1,0,150,1,1,1,1,1,1,1,0.21,1,23.042608344181133,0,1
507,507,13,1039,1,1,1,0,75,1,1,1,1,1,1,1,0.17,1,17.572263660363483,0,1
508,508,13,1100,1,1,1,1,50,1,1,1,1,1,1,1,0.09,1,12.666330590320854,0,1
509,509,13,1115,1,1,1,0,100,1,1,1,1,1,1,1,0.13,1,17.718877252809747,0,1
510,510,14,21,1,1,1,0,285,1,1,1,1,1,1,1,0.54,0,40.323562819684376,1,1
511,511,14,41,1,0,0,0,285,0,0,1,1,1,1,1,0.22,0,28.278920341117423,1,1
512,512,14,94,1,0,0,0,610,1,0,0,1,0,0,0,3.32,0,183.07002162765284,3,1
513,513,14,116,1,1,1,1,100,1,1,1,1,1,1,1,0.25,1,23.222922778721745,0,1
514,514,14,124,1,0,0,0,340,1,0,1,1,0,1,1,0.71,0,48.74658286764958,1,1
515,515,14,150,1,1,1,0,250,1,1,1,1,1,1,1,0.25,0,25.10043266627549,1,1
516,516,14,152,1,1,1,0,145,1,1,1,1,1,1,1,0.16,1,18.968394756037195,0,1
517,517,14,180,1,1,1,0,105,0,1,1,1,1,1,1,0.09,0,13.719946733307353,0,1
518,518,14,213,1,0,0,0,400,1,0,1,1,0,1,1,1.44,0,91.0396780816858,3,1
519,519,14,233,1,0,0,0,155,1,0,1,1,1,1,1,0.29,0,32.69131948778608,1,1
520,520,14,244,1,1,1,0,170,1,1,1,1,1,1,1,0.43,1,33.31450190589977,1,1
521,521,14,294,1,1,1,0,110,1,1,1,1,1,1,1,0.21,1,22.66744511781425,0,1
522,522,14,307,1,0,0,0,140,0,1,1,1,1,1,1,0.11,0,19.030790152327626,0,1
523,523,14,324,1,0,0,0,285,1,1,1,1,1,1,1,0.24,0,33.82233211538032,1,1
524,524,14,361,1,0,0,0,200,1,0,1,1,1,1,1,0.18,0,23.798955654112664,0,1
525,525,14,429,1,1,1,0,300,1,1,1,1,0,1,1,1.84,0,103.56920214878278,3,1
526,526,14,445,1,0,0,0,430,1,1,0,1,0,1,1,1.7,0,102.08253951271124,3,0
527,527,14,448,1,0,0,0,460,1,1,0,1,0,1,1,1.32,0,84.30612893885244,3,0
528,528,14,475,1,1,1,1,105,1,1,1,1,1,1,1,0.21,1,20.591878096007985,0,1
529,529,14,517,1,1,1,0,135,1,1,1,1,1,1,1,0.56,1,42.63915363728664,1,1
530,530,14,573,1,1,1,0,155,1,1,1,1,1,1,1,0.2,1,22.181584609806407,0,1
531,531,14,587,1,1,1,1,180,1,1,1,1,1,1,1,0.26,1,24.55484867294636,0,1
532,532,14,636,1,0,0,0,210,1,0,1,1,1,1,1,0.36,0,31.065704178091178,1,1
533,533,14,686,1,0,0,0,395,1,0,1,1,0,1,1,0.54,0,47.64433825920747,1,1
534,534,14,737,0,0,0,0,310,1,1,1,1,0,1,1,2.2,0,124.8026982768357,3,0
535,535,14,778,1,0,0,0,265,1,0,1,0,1,1,1,0.17,0,44.23716095519445,1,1
536,536,14,789,1,1,1,0,265,1,1,1,1,1,1,1,1.53,0,88.2620003187114,3,1
537,537,14,822,1,1,1,0,205,1,1,1,1,1,1,1,0.74,0,52.328919053251695,2,1
538,538,14,764,1,1,1,1,130,1,1,1,1,1,1,1,0.23,1,26.366948044099928,1,1
539,539,14,843,1,0,0,0,195,1,0,1,1,1,1,1,0.82,0,54.84247886414205,2,1
540,540,14,931,1,1,1,0,165,1,1,1,1,1,1,1,0.17,1,20.11167254980715,0,1
541,541,14,1028,1,1,1,0,185,1,1,1,1,1,1,1,0.2,1,22.652475348693194,0,1
542,542,14,1059,1,0,1,0,250,1,1,1,1,1,1,1,1.52,0,84.16352748687582,3,1
543,543,14,1069,1,0,0,0,280,1,0,1,1,1,1,1,1.6,0,92.1643082024027,3,1
544,544,14,1130,1,0,0,0,535,1,0,0,1,0,0,1,0.93,0,72.51188677424167,2,1
545,545,14,1141,1,1,1,0,190,1,1,1,1,1,1,1,0.28,1,30.972152465187303,1,1
